lcl|DQ309521.1_cds_ABD04163.1_1	comp122163_c0_seq2	98.046	614	12	0	1	614	259	872	0.0	1068
lcl|DQ309521.1_cds_ABD04163.1_1	comp122163_c0_seq1	97.893	522	11	0	1	522	259	780	0.0	904
lcl|DQ309521.1_cds_ABD04163.1_1	comp122163_c0_seq1	97.732	485	11	0	1	485	1258	774	0.0	835
lcl|DQ309521.1_cds_ABD04163.1_1	comp122163_c0_seq3	97.732	485	11	0	1	485	259	743	0.0	835
lcl|DQ309521.1_cds_ABD04163.1_1	comp31812_c0_seq1	97.931	145	3	0	567	711	1	145	9.33e-66	252
lcl|DQ309522.1_cds_ABD04164.1_1	comp235_c0_seq1	100.000	72	0	0	1	72	418	489	2.53e-31	134
lcl|DQ309522.1_cds_ABD04164.1_1	comp235_c0_seq1	100.000	72	0	0	1	72	2041	1970	2.53e-31	134
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq4	94.580	738	38	2	1	737	1297	561	0.0	1140
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq1	87.127	738	93	2	1	737	1297	561	0.0	835
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq1	86.856	738	95	2	1	737	1829	2565	0.0	824
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq2	86.856	738	95	2	1	737	945	1681	0.0	824
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq3	86.856	738	95	2	1	737	945	1681	0.0	824
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq6	99.479	384	2	0	1	384	130	513	0.0	699
lcl|DQ309523.1_cds_ABD04165.1_1	comp448_c0_seq5	99.449	363	2	0	1	363	169	531	0.0	660
lcl|DQ309524.1_cds_ABD04166.1_1	comp2084_c2_seq19	100.000	213	0	0	1	213	569	357	4.03e-109	394
lcl|DQ309524.1_cds_ABD04166.1_1	comp2084_c2_seq30	100.000	213	0	0	1	213	2584	2796	4.03e-109	394
lcl|DQ309524.1_cds_ABD04166.1_1	comp2084_c2_seq9	100.000	213	0	0	1	213	569	357	4.03e-109	394
lcl|DQ309525.1_cds_ABD04167.1_1	comp27898_c0_seq1	97.956	685	14	0	3	687	442	1126	0.0	1188
lcl|DQ309526.1_cds_ABD04168.1_1	comp2682_c0_seq1	98.981	981	10	0	1	981	1127	147	0.0	1757
lcl|DQ309526.1_cds_ABD04168.1_1	comp2682_c0_seq1	98.981	981	10	0	1	981	1348	2328	0.0	1757
lcl|DQ309527.1_cds_ABD04169.1_1	comp2884_c1_seq1	100.000	486	0	0	1	486	785	1270	0.0	898
lcl|DQ309527.1_cds_ABD04169.1_1	comp2884_c0_seq1	99.794	486	1	0	1	486	883	398	0.0	893
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq1	99.789	474	1	0	1	474	510	983	0.0	870
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq1	99.789	474	1	0	1	474	2346	1873	0.0	870
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq2	99.789	474	1	0	1	474	510	983	0.0	870
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq2	99.766	428	1	0	1	428	1501	1074	0.0	785
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq3	99.789	474	1	0	1	474	1501	1028	0.0	870
lcl|DQ309528.1_cds_ABD04170.1_1	comp24308_c0_seq3	99.766	428	1	0	1	428	510	937	0.0	785
lcl|DQ309530.1_cds_ABD04171.1_1	comp21106_c0_seq1	98.537	205	3	0	3	207	238	442	1.11e-99	363
lcl|DQ309530.1_cds_ABD04171.1_1	comp21106_c0_seq3	98.446	193	3	0	3	195	238	430	5.19e-93	340
lcl|DQ309532.1_cds_ABD04172.1_1	comp1108_c0_seq1	100.000	312	0	0	1	312	993	1304	5.69e-164	577
lcl|DQ309534.1_cds_ABD04174.1_1	comp758_c0_seq1	99.807	519	1	0	1	519	107	625	0.0	953
lcl|DQ309534.1_cds_ABD04174.1_1	comp758_c0_seq1	99.807	519	1	0	1	519	1486	968	0.0	953
lcl|DQ309536.1_cds_ABD04175.1_1	comp2291_c0_seq1	99.367	474	3	0	1	474	1265	792	0.0	859
lcl|DQ309536.1_cds_ABD04175.1_1	comp2291_c0_seq1	99.156	474	4	0	1	474	87	560	0.0	854
lcl|DQ309537.1_cds_ABD04176.1_1	comp54414_c0_seq1	98.577	492	7	0	1	492	287	778	0.0	870
lcl|DQ309537.1_cds_ABD04176.1_1	comp54414_c0_seq2	98.560	486	7	0	7	492	154	639	0.0	859
lcl|DQ309538.1_cds_ABD04177.1_1	comp52948_c0_seq1	100.000	216	0	0	1	216	501	286	8.79e-111	399
lcl|DQ309539.1_cds_ABD04178.1_1	comp52948_c0_seq1	100.000	467	0	0	1	467	1581	1115	0.0	863
lcl|DQ309541.1_cds_ABD04180.1_1	comp1647_c0_seq1	94.643	392	20	1	10	401	1848	1458	9.50e-173	606
lcl|DQ309541.1_cds_ABD04180.1_1	comp1647_c0_seq1	94.615	390	20	1	12	401	1874	2262	1.23e-171	603
lcl|DQ309541.1_cds_ABD04180.1_1	comp1647_c0_seq2	94.430	395	21	1	7	401	1869	2262	9.50e-173	606
lcl|DQ309541.1_cds_ABD04180.1_1	comp1647_c0_seq2	94.615	390	20	1	12	401	1846	1458	1.23e-171	603
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq61	99.766	428	1	0	7	434	254	681	0.0	785
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq10	99.766	428	1	0	7	434	1927	1500	0.0	785
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq58	99.766	428	1	0	7	434	647	220	0.0	785
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq26	99.656	291	1	0	144	434	1	291	1.78e-150	532
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq101	100.000	137	0	0	7	143	288	152	1.55e-66	254
lcl|DQ309544.1_cds_ABD04183.1_1	comp1299_c0_seq99	100.000	137	0	0	7	143	254	390	1.55e-66	254
lcl|DQ309545.1_cds_ABD04184.1_1	comp2441_c0_seq2	98.589	1630	21	2	7	1635	2533	905	0.0	2881
lcl|DQ309545.1_cds_ABD04184.1_1	comp2441_c0_seq2	98.580	1620	21	2	17	1635	2545	4163	0.0	2863
lcl|DQ309545.1_cds_ABD04184.1_1	comp2441_c0_seq1	98.589	1630	21	2	7	1635	2535	4163	0.0	2881
lcl|DQ309545.1_cds_ABD04184.1_1	comp2441_c0_seq1	98.580	1620	21	2	17	1635	2523	905	0.0	2863
lcl|DQ309546.1_cds_ABD04185.1_1	comp1477_c1_seq1	94.079	304	15	2	3	306	981	681	2.10e-128	459
lcl|DQ309547.1_cds_ABD04186.1_1	comp3281_c0_seq1	100.000	135	0	0	1	135	149	283	5.45e-66	250
lcl|DQ309547.1_cds_ABD04186.1_1	comp3281_c0_seq1	100.000	135	0	0	1	135	1683	1549	5.45e-66	250
lcl|DQ309548.1_cds_ABD04187.1_1	comp42885_c0_seq1	99.177	243	2	0	1	243	1519	1277	2.13e-122	438
lcl|DQ309548.1_cds_ABD04187.1_1	comp42885_c0_seq2	99.177	243	2	0	1	243	1508	1266	2.13e-122	438
lcl|DQ309550.1_cds_ABD04189.1_1	comp1284_c0_seq1	100.000	462	0	0	1	462	807	346	0.0	854
lcl|DQ309550.1_cds_ABD04189.1_1	comp1284_c0_seq1	100.000	462	0	0	1	462	901	1362	0.0	854
lcl|DQ309550.1_cds_ABD04189.1_1	comp1284_c0_seq2	100.000	462	0	0	1	462	807	346	0.0	854
lcl|DQ309550.1_cds_ABD04189.1_1	comp1284_c0_seq2	100.000	462	0	0	1	462	901	1362	0.0	854
lcl|DQ309551.1_cds_ABD04190.1_1	comp1820_c0_seq1	99.653	288	1	0	1	288	977	1264	5.32e-149	527
lcl|DQ309552.1_cds_ABD04191.1_1	comp80_c0_seq1	100.000	786	0	0	1	786	874	89	0.0	1452
lcl|DQ309552.1_cds_ABD04191.1_1	comp80_c0_seq1	100.000	786	0	0	1	786	2015	2800	0.0	1452
